608	1	1702	0	0
1425	1	1533	0	0
93	1	1630	0	0
1247	0	1024	0	0
7	1	1613	0	0
975	1	1549	0	0
1757	0	1210	0	0
516	0	106	0	0
1422	0	585	0	0
282	1	1724	0	0
1056	0	866	0	0
1138	2	1981	0	0
664	2	1509	1	3
1010	2	315	0	0
1164	0	981	0	0
1020	2	1645	0	0
1255	1	1521	0	0
143	1	1666	0	0
173	0	972	0	0
1226	1	1576	0	0
1140	2	315	0	0
453	0	1327	0	0
254	0	2036	0	0
1008	1	1537	0	0
1636	0	2062	0	0
1429	1	2048	0	0
792	0	1662	0	0
1673	0	123	0	0
407	2	1503	0	0
914	0	1790	0	0
339	2	1738	0	0
1569	0	1124	0	0
1024	0	60	0	0
40	1	1547	0	0
1180	1	1707	0	0
1287	2	1503	0	0
150	2	138	1	3
145	0	1355	1	4
1173	0	798	0	0
916	1	1578	0	0
900	0	1355	1	2
8	1	1619	0	0
272	0	978	0	0
1107	2	1504	0	0
25	2	1547	0	0
1289	0	1355	1	4
400	1	1544	0	0
2043	0	1716	0	0
741	0	1053	0	0
1199	1	1808	0	0
1227	1	1517	0	0
1229	2	605	0	0
1035	2	1503	0	0
1366	1	346	0	0
1035	1	1747	0	0
1263	0	565	0	0
1083	0	813	0	0
1706	0	848	0	0
976	0	746	0	0
449	2	742	1	3
207	2	1506	0	0
251	0	334	0	0
618	1	1532	0	0
1355	0	1559	1	2
1256	0	1355	1	2
638	0	1251	0	0
561	0	1891	0	0
463	1	1742	0	0
19	0	1351	0	0
1546	0	1865	0	0
2014	0	1166	0	0
1366	1	1523	0	0
293	0	237	0	0
23	0	1355	1	4
1341	1	1816	0	0
461	2	605	0	0
2062	0	1872	0	0
1175	0	2024	0	0
143	1	1665	0	0
1276	0	1355	1	4
1081	0	1196	0	0
1149	2	1502	0	0
686	0	1596	0	0
73	1	315	0	0
1026	2	449	1	3
664	2	1894	0	0
1369	0	1948	0	0
1249	0	251	0	0
219	2	1547	0	0
974	1	1666	0	0
434	1	1773	0	0
668	0	1336	0	0
594	1	1827	0	0
286	0	539	0	0
156	2	1647	0	0
1870	0	1279	0	0
1065	0	1167	0	0
658	2	315	0	0
1119	2	1610	0	0
934	1	1544	0	0
346	0	880	0	0
152	2	605	0	0
468	0	1679	0	0
2007	0	162	0	0
805	0	1219	0	0
998	0	786	0	0
437	0	962	0	0
1028	2	39	0	0
1273	1	1603	0	0
883	0	314	0	0
1515	0	828	0	0
258	1	1581	0	0
275	1	1691	0	0
530	1	1855	0	0
1050	1	1789	0	0
354	2	1072	0	0
1394	2	39	0	0
1446	1	1965	0	0
529	1	1705	0	0
941	1	1667	0	0
710	2	605	0	0
144	2	315	0	0
889	0	257	0	0
560	1	1653	0	0
81	0	1740	0	0
1366	1	2044	0	0
1366	1	1560	0	0
869	2	1506	0	0
1510	2	44	1	3
454	0	1340	0	0
129	2	1355	0	0
531	1	1656	0	0
447	1	1645	0	0
221	2	1638	0	0
1089	1	1966	0	0
43	1	1515	0	0
1323	1	38	0	0
69	0	2002	0	0
328	1	1750	0	0
1130	2	1508	0	0
1682	0	2054	0	0
1956	0	162	0	0
1638	2	964	1	3
796	0	1796	0	0
943	0	2005	0	0
1578	2	1620	1	3
884	1	1818	0	0
799	0	1355	1	4
954	0	914	0	0
919	1	1517	0	0
1777	0	113	0	0
343	0	1355	1	4
439	1	1623	0	0
651	2	1504	0	0
52	2	374	0	0
253	1	1594	0	0
1461	1	2061	0	0
212	1	1434	0	0
412	0	1218	0	0
1047	2	1651	0	0
216	0	1001	0	0
1499	0	257	0	0
515	2	315	0	0
309	1	1746	0	0
1466	0	1614	0	0
306	0	240	0	0
34	1	1535	0	0
270	1	1684	0	0
427	1	1762	0	0
1892	0	793	0	0
849	0	1355	1	4
479	2	605	0	0
609	1	1752	0	0
541	1	1874	0	0
680	0	582	0	0
541	1	1507	0	0
606	0	773	0	0
401	2	1504	0	0
219	2	1504	0	0
1148	1	1730	0	0
772	1	1658	0	0
1578	0	152	0	0
1726	0	1805	0	0
1344	1	1517	0	0
636	0	391	0	0
868	2	1507	0	0
366	0	1355	1	4
541	1	1869	0	0
1427	1	1746	0	0
213	2	1512	0	0
403	2	605	0	0
390	2	605	0	0
1089	1	1955	0	0
531	1	1860	0	0
590	1	1521	0	0
1768	0	938	0	0
1133	2	39	0	0
549	1	1883	0	0
118	0	1822	0	0
1813	0	92	0	0
1113	2	1503	0	0
1283	0	964	0	0
2049	0	1601	0	0
376	2	1547	0	0
414	0	1950	0	0
1380	2	1651	0	0
1593	0	527	0	0
449	1	1611	0	0
449	1	1616	0	0
1378	0	1224	0	0
514	2	1504	0	0
1226	2	605	0	0
987	0	1906	0	0
961	1	1666	0	0
999	2	605	0	0
150	0	1997	0	0
1480	2	1355	0	0
424	0	1152	0	0
1413	0	413	0	0
541	1	967	0	0
509	1	1816	0	0
975	1	1620	0	0
161	0	1609	0	0
287	0	45	0	0
119	2	1639	0	0
49	0	618	0	0
1696	0	2005	0	0
1440	0	1930	0	0
229	0	2039	0	0
408	0	1952	0	0
1438	0	1784	0	0
772	0	362	0	0
617	1	1880	0	0
1028	0	1357	0	0
1047	1	1979	0	0
611	1	1876	0	0
15	0	1683	0	0
514	2	605	0	0
611	1	1584	0	0
967	1	1536	0	0
1255	1	2028	0	0
1330	1	2022	0	0
241	0	1180	0	0
501	2	1505	0	0
566	0	721	0	0
1049	2	1927	0	0
