node_id,old_index
1205,3215
1206,3937
1207,3849
1208,5246
1209,3112
1210,4930
1211,5338
1212,955
1213,3910
1214,3326
1215,5249
1216,3013
1217,3501
1218,3598
1219,3000
1220,4973
1221,1384
1222,3450
1223,1325
1224,2722
1225,3424
1226,3267
1227,3847
1228,2973
1229,5458
1230,2738
1231,2896
1232,5009
1233,1541
1234,3204
1235,4963
1236,3809
1237,4981
1238,3846
1239,800
1240,3030
1241,2039
1242,1435
1243,3722
1244,2525
1245,2832
1246,5051
1247,1391
1248,1994
1249,481
1250,3306
1251,150
1252,4035
1253,3066
1254,3233
1255,1170
1256,1661
1257,1207
1258,4900
1259,4027
1260,1841
1261,5059
1262,4032
1263,1262
1264,3629
1265,590
1266,3155
1267,2033
1268,90
1269,3858
1270,2317
1271,533
1272,461
1273,1118
1274,4726
1275,4021
1276,5323
1277,4049
1278,1297
1279,5071
1280,1686
1281,1982
1282,5372
1283,1657
1284,3434
1285,5254
1286,1095
1287,1034
1288,3020
1289,3931
1290,354
1291,4017
1292,2217
1293,4774
1294,4045
1295,2274
1296,1916
1297,4742
1298,1041
1299,601
1300,2478
1301,204
1302,2261
1303,2595
1304,1725
1305,3784
1306,359
1307,2638
1308,4060
1309,3313
1310,2008
1311,5122
1312,2450
1313,283
1314,35
1315,2982
1316,4903
1317,692
1318,3680
1319,3649
1320,5079
1321,1174
1322,1002
1323,3280
1324,5236
1325,27
1326,1596
1327,4960
1328,5177
1329,2992
1330,3496
1331,2283
1332,260
1333,648
1334,577
1335,4111
1336,1858
1337,1540
1338,1905
1339,1081
1340,1477
1341,1228
1342,3283
1343,244
1344,5166
1345,689
1346,3312
1347,4070
1348,1487
1349,2062
1350,5286
1351,5332
1352,878
1353,319
1354,422
1355,1833
1356,4056
1357,5193
1358,350
1359,212
1360,4054
1361,641
1362,1132
1363,952
1364,4109
1365,108
1366,4052
1367,860
1368,4864
1369,3038
1370,1480
1371,1918
1372,181
1373,1643
1374,4118
1375,778
1376,235
1377,1678
1378,1562
1379,4839
1380,847
1381,999
1382,440
1383,1734
1384,374
1385,809
